		Analysemetode_id														Analysemetode_id	BTZ	BTZ	BTZ	BTZ	BTZ	BTZ	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	LEGE	LEGE	PEST	PEST	PEST	SURF	SURF	SURF	SURF	SVOC	SVOC	SVOC	SVOC	BIS	BIS	BIS	BIS	BIS	BIS	BIS	VOC	VOC	VOC	VOC	VOC	VOC	PFAS	PFAS	PFAS	PFAS	PFAS	SIL	SIL	SIL	SIL	SIL	LCCP
NR-2022-06874	Water, total	ng/L		"N 6642145.02; E 600216.99"			44817.000	Kv‘rner	Urban river			Wet	?	column			<1	129.500	<1	<1	9.200	<1	<1	<1	<1	<1	<1	<1	22.500	<1	<1	<1	<10	<1	<1	<1	<1	<1	141.000	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1																												
NR-2022-06908	Water, total	ng/L	59.9596	10.8643			26.10.2022 kl 10.30	Apall?kka	Urban river			Dry	Dry	column			<1	52.900	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	84.500	28.100	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1	< 0.5	< 0.025	0.675	< 2	<0.1	<0.7	<0.8	<0.3	<0.4	<0.4	<0.1	<0.3	<0.3	<0.21	0.132	<0.6	<0.33											
NR-2022-06875	Water, total	ng/L	59.9596	10.8643			44817.000	Apall?kka	Urban river			Wet	?	column			<1	74.600	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<10	<1	<1	<1	<1	<1	31.500	<1	<1	<1	<1	<0.1	<10	<1	<10	<1	<1																												
NR-2023-02387	Water, total	ng/L		"N 6642145.02; E 600216.99"			27.2.23	Kv‘rner	Urban river				extra sample VOC	special bottle																																				< 0.5	0.039	3.564	3.400								<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	< 2.5	< 30	< 40	< 30	< 20	
NR-2023-02388	Water, total	ng/L		"N 6646841.52; E 604962.51"			27.2.23	Brubak	Urban river				extra sample VOC	special bottle																																				< 0.5	0.054	10.843	2.550	<0.1	<0.4	<0.4	<0.1	<0.4	<0.2	<0.1	<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	3.220	< 30	< 40	< 30	21.599	
NR-2023-02389	Water, total	ng/L		"N 6644278.52; E 602600.1"			27.2.23	Breivoll	Urban river				extra sample VOC	special bottle																																				< 0.5	0.037	2.065	2.455	<0.0	<0.4	<0.2	<0.1	<0.2	<0.1	<0.1	<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	< 2.5	< 30	< 40	< 30	< 20	
NR-2023-02390	Water, total	ng/L	59.9597	10.8610			27.2.23	Apall?kka	Urban river	Vesletjern			extra sample VOC	special bottle																																				< 0.5	< 0.2	< 0.02	< 0.2	<0.1	<0.4	0.300	<0.1	<0.4	<0.3	<0.1	<0.3	<0.3	<0.21	<0.13	<0.6	<0.33	< 0.5	< 0.5	< 0.5	< 0.5	< 0.5	< 2.5	< 30	42.337	58.382	33.891	
NR-2022-06870	Water, filtered	ng/L	59.0598	9.6383			44812.000	Bamble_Skjerk?ya	Tyre collection site	Runoff			Dirty runoff from the area	same LIMS for column and particle			21.100	16350.000	70.500	15.500	2535.000	21.500	<1	476.000	119.000	<1	129.000	<1	2675.000	<1	<1	<1	<10	<1	<1	<1	<1	5060.000	3655.000	1840.000										< 0.5	< 0.025	120.457	< 2	25.900	68.300	204.200	1.600	<0.3	0.500	98.900																	
NR-2022-06871	Water, filtered	ng/L	59.0598	9.6383			44812.000	Bamble_Skjerk?ya	Tyre collection site	Runoff			Dirty runoff from the area	same LIMS for column and particle			31.500	23800.000	66.500	13.500	3905.000	17.500	<1	363.000	65.500	<1	123.000	<1	2115.000	<1	<1	<1	<10	<1	<1	<1	<1	5275.000	3955.000	1255.000										< 0.5	< 0.025	55.511	81.185	21.800	103.900	347.700	3.900	<0.3	0.200	93.100												< 2.5	< 30	< 40	< 30	< 20	
NR-2022-06882	Water, filtered	ng/L	59.0598	9.6383			44833.000	Bamble_Skjerk?ya	Tyre collection site	Runoff			Dirty runoff from the area	same LIMS for column and particle			29.500	31650.000	82.800	6.500	4490.000	16.900	<1	229.000	48.900	<1	48.800	<1	980.000	<1	<1	<1	<10	<1	<1	<1	<1	4845.000	6275.000	322.500										< 0.5	< 0.25	< 0.25	< 2.5	22.100	64.700	28.500	<1.0	<3.9	<1.0	47.400																	
NR-2022-06920	Water, particles	ng/L	59.0598	9.6383			44812.000	Bamble_Skjerk?ya	Tyre collection site	Runoff			Dirty runoff from the area	same LIMS for column and particle			<1	<1	<1	5.500	29.500	8.300	<1	107.000	82.800	<1	12.300	<1	1825.000	<1	<1	<1	<10	<1	<1	<1	<1	439.000	341.000	920.000																																					
NR-2022-06921	Water, particles	ng/L	59.0598	9.6383			44812.000	Bamble_Skjerk?ya	Tyre collection site	Runoff			Dirty runoff from the area	same LIMS for column and particle			<1	<1	<1	6.500	55.900	10.500	<1	191.000	126.000	<1	20.500	<1	2515.000	<1	<1	<1	<10	<1	<1	<1	<1	560.000	530.000	1375.000																																					2233.000
NR-2022-00807	Water, particles	ng/L	59.0598	9.6383			44833.000	Bamble_Skjerk?ya	Tyre collection site	Runoff			Dirty runoff from the area	same LIMS for column and particle			<1	79.500	10.500	14.000	84.500	9.500	<1	580.000	264.000	<1	59.600	<1	4600.000	<1	<1	<1	<10	<1	<1	<1	<1	575.000	960.000	2735.000																																					2732.902
NR-2022-06798	Sludge	ng/g	59.0598	9.6383			44812.000	Bamble_Skjerk?ya	Tyre collection site	Manhole			kum				21.290	275.806	10.645	299.032	1180.645	60.323	<1	2003.226	1635.484	<1	1777.419	<1	5306.452	<1	<1	<1	<10	<1	<1	<1	37.097	1277.419	5651.613	13225.806						496.774	<10	<1	<1	< 2	< 0.2	< 0.2	< 2	4.600	49.900	<0.1	0.300	2.300	1.500	10.600																	10509.023
NR-2022-06799	Sludge	ng/g	59.0598	9.6383			44812.000	Bamble_Skjerk?ya	Tyre collection site	Manhole			kum				1.563	45.625	1.875	29.375	46.563	60.313	<1	282.000	289.688	<1	29.063	<1	2431.250	<1	<1	<1	<10	<1	<1	<1	20.000	185.313	378.125	3237.500						5.625	<10	<1	<1	< 2	< 0.2	< 0.2	< 2	0.100	2.300	<0.0	<0.0	0.400	1.500	3.100																	4304.766
NR-2022-06800	Sludge	ng/g	59.0598	9.6383			44834.000	Bamble_Skjerk?ya	Tyre collection site	Manhole			kum				21.538	426.923	29.231	557.692	1030.769	170.769	<1	2215.385	2526.923	<1	1030.769	<1	7811.538	<1	<1	<1	<10	<1	<1	<1	49.615	2215.385	5496.154	22307.692						611.538	<10	<1	<1	< 2	< 0.2	< 0.2	< 2	2.800	19.800	<0.1	<0.2	0.700	1.200	6.000																	150102.738
NR-2022-06884	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		Start	Pumpesump under vask - START				<50	6660.000	220.000	<50	3520.000	260.000	<50	990.000	480.000	<50	<50	<50	14760.000	<50	<50	<50	<50	<50	<50	<50	<50	15640.000	21400.000	4540.000										< 2	2.279	< 0.5	< 5	<0.1	6.000	<0.4	<0.1	<0.3	0.300	17.000																	
NR-2022-06923	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		Start	Pumpesump under vask - START				<50	<50	<50	<50	<50	<50	<50	490.000	<50	<50	<50	<50	2560.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	2640.000	1060.000										< 1	3.776	2.228	162.403																								8434.200
NR-2022-06885	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		During	Pumpesump under vask - UNDERVEIS 1				<50	5500.000	240.000	<50	4820.000	<50	<50	1360.000	920.000	<50	<50	<50	9540.000	<50	<50	<50	<50	<50	<50	<50	<50	11280.000	15120.000	3100.000										< 2	3.173	< 0.5	< 5	<0.1	6.200	<0.4	<0.1	<0.3	0.300	16.000																	
NR-2022-06924	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		During	Pumpesump under vask - UNDERVEIS 1				<50	<50	<50	<50	<50	<50	<50	530.000	<50	<50	<50	<50	3080.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	2880.000	1100.000										< 1	2.872	3.493	84.311																								6400.200
NR-2022-06886	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		During	Pumpesump under vask - UNDERVEIS 2				<50	64080.000	1760.000	<50	8640.000	<50	<50	470.000	1760.000	<50	<50	<50	95200.000	<50	<50	<50	<50	<50	<50	<50	<50	36080.000	62900.000	24160.000										< 0.5	< 0.25	< 0.25	< 2.5	<0.1	1.100	<0.2	<0.1	<0.2	<0.1	1.100																	
NR-2022-06925	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		During	Pumpesump under vask - UNDERVEIS 2				<50	960.000	<50	<50	<50	960.000	<50	2320.000	2320.000	<50	<50	<50	37120.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	20240.000	18080.000										< 1	4.458	2.828	139.617																								7873.000
NR-2022-06887	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		End	Pumpesump under vask - SLUTT 1				<50	27040.000	1520.000	<50	6160.000	<50	<50	2720.000	1120.000	<50	<50	<50	62480.000	<50	<50	<50	<50	<50	<50	<50	<50	32450.000	36800.000	16080.000										< 0.5	< 0.25	< 0.25	< 2.5	<0.1	1.100	<0.2	<0.1	<0.2	<0.1	1.100																	
NR-2022-06926	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		End	Pumpesump under vask - SLUTT 1				<50	<50	<50	<50	<50	<50	<50	390.000	<50	<50	<50	<50	4400.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	6880.000	2180.000										< 1	< 1	< 0.25	< 5																								0.020
NR-2022-06888	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		End	Pumpesump under vask - SLUTT 2				<50	36480.000	1840.000	<50	7360.000	<50	<50	1680.000	960.000	<50	<50	<50	65760.000	<50	<50	<50	<50	<50	<50	<50	<50	28320.000	46250.000	8720.000														<0.1	1.100	0.200	<0.1	<0.1	<0.1	1.200																	
NR-2022-06927	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		End	Pumpesump under vask - SLUTT 2				<50	1040.000	<50	<50	<50	<50	<50	2080.000	1920.000	<50	<50	<50	26640.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	17040.000	13440.000										< 1	< 1	1.254	7.259																								768.800
NR-2022-06889	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		End	Pumpesump under vask - SLUTT 2				<50	34960.000	2000.000	<50	6320.000	<50	<50	2880.000	<50	<50	<50	<50	59520.000	<50	<50	<50	<50	<50	<50	<50	<50	26480.000	41530.000	6960.000																																					
NR-2022-06889	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Pump basin		End	Pumpesump under vask - SLUTT 2				<50	<50	<50	<50	<50	<50	<50	1200.000	880.000	<50	<50	<50	13120.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	9200.000	7360.000																																					
NR-2022-06912	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Sedimentation pool		Day 14	Basseng under rensing dag 14-1				<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	8550.000	<50														<0.2	<0.8	<0.9	<0.3	<0.7	<0.5	<0.1																	
NR-2022-06913	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Sedimentation pool		Day 14	Basseng under rensing dag 14-2				<50	<50	<50	<50	<50	<50	<50	650.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	12100.000	<50														0.900	<0.7	<0.2	<0.3	<0.2	<0.1																		
NR-2022-06914	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		Start	Utslipp renset vann - START des1				<50	84000.000	<50	<50	34320.000	1440.000	<50	3360.000	<50	<50	<50	<50	21680.000	<50	<50	<50	<50	<50	<50	<50	<50	71600.000	63980.000	16480.000														2.000	<0.3	<0.1	<0.3	<0.2	0.900																		
NR-2022-06930	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		Start	Utslipp renset vann - START des1				<50	<50	<50	<50	<50	<50	<50	104.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	255.000	<50										< 1	< 1	< 0.25	< 5																								162.700
NR-2022-06915	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		Start	Utslipp renset vann - START des2				<50	86400.000	<50	<50	34480.000	1760.000	<50	3150.000	<50	<50	<50	<50	17440.000	<50	<50	<50	<50	<50	<50	<50	<50	75200.000	66950.000	14880.000														<0.2	2.000	<0.3	<0.1	<0.3	<0.2	0.900																	
NR-2022-06931	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		Start	Utslipp renset vann - START des2				<50	<50	<50	<50	<50	<50	<50	96.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	310.000	<50																																					229.100
NR-2022-06916	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		During	Utslipp renset vann - UNDERVEIS 1				<50	89600.000	<50	<50	28400.000	1760.000	<50	480.000	<50	<50	<50	<50	12240.000	<50	<50	<50	<50	<50	<50	<50	<50	51000.000	37160.000	13840.000														<0.2	0.600	<0.2	<0.1	0.100	<0.2	0.600																	
NR-2022-06932	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		During	Utslipp renset vann - UNDERVEIS 1				<50	960.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	890.000	<50										< 1	< 1	0.500	< 5																								74.100
NR-2022-06917	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		During	Utslipp renset vann - UNDERVEIS 2				<50	85600.000	<50	<50	35040.000	1360.000	<50	3980.000	<50	<50	<50	<50	19280.000	<50	<50	<50	<50	<50	<50	<50	<50	78000.000	122400.000	18320.000														<0.1	1.600	<1.0	<0.3	<3.4	0.200	1.000																	
NR-2022-06933	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		During	Utslipp renset vann - UNDERVEIS 2				<50	<50	<50	<50	<50	<50	<50	260.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	460.000	<50										< 1	< 1	0.331	< 5																								57.900
NR-2022-06918	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		End	Utslipp renset vann - SLUTT 1				<50	49760.000	960.000	<50	30560.000	880.000	<50	4120.000	<50	<50	<50	<50	19840.000	<50	<50	<50	<50	<50	<50	<50	<50	69600.000	98560.000	20080.000														<0.1	6.300	1.500	<0.1	0.700	0.400	3.500																	
NR-2022-00523	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		End	Utslipp renset vann - SLUTT 1				<50	<50	<50	<50	<50	<50	<50	390.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	155.000	<50										< 1	< 1	0.325	< 5																								48.500
NR-2022-06919	Water, filtered	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		End	Utslipp renset vann - SLUTT 2				<50	92800.000	1200.000	<50	35840.000	1280.000	<50	4380.000	<50	<50	<50	<50	16880.000	<50	<50	<50	<50	<50	<50	<50	<50	72000.000	65120.000	20480.000														<0.1	2.300	0.200	<0.1	<0.4	0.100	0.700																	
NR-2022-00524	Water, particles	ng/L	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Treated discharge		End	Utslipp renset vann - SLUTT 2				<50	<50	<50	<50	<50	<50	<50	255.000	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	330.000	<50										< 1	< 1	0.275	< 5																								62.700
NR-2022-06808	Sludge	ng/g	59.9370	10.6813				Smestadtunnelen	Tunnel environment	Sandtrap		Inlet	Sandfang innl?p				<1	<1	<1	<1	<1	<1	<1	36.176	33.824	<1	33.529	<1	635.294	<1	<1	<1	<10	<1	<1	<1	<1	<1	1576.471	320.588						12.647	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.1	0.500	<0.4	<0.1	<0.3	<188.7	0.700												0.209	0.690	1.520	1.889	2.904	1228.581
NR-2022-06809	Sludge	ng/g	59.9370	10.6813				Smestadtunnelen	Tunnel environment	Sandtrap		Inlet	Sandfang innl?p				<1	42.051	<1	9.487	26.667	11.795	<1	40.000	31.026	<1	25.385	<1	576.923	<1	<1	<1	<10	<1	<1	<1	<1	<1	1361.538	369.231						10.513	<10	<1	<1																												
NR-2022-06810	Sludge	ng/g	59.9370	10.6813				Smestadtunnelen	Tunnel environment	Sandtrap		Outlet	Sandfang utl?p				<1	29.500	<1	6.500	46.500	8.500	<1	48.500	61.000	<1	36.500	<1	955.000	<1	<1	<1	<10	<1	<1	<1	<1	<1	1770.000	595.000						13.500	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.1	0.700	0.400	<0.0	<0.1	<507.3	1.000												0.122	0.515	1.009	0.960	0.841	1728.586
NR-2022-06811	Sludge	ng/g	59.9370	10.6813				Smestadtunnelen	Tunnel environment	Sandtrap		Outlet	Sandfang utl?p				<1	28.286	<1	9.714	58.000	23.143	<1	46.286	62.571	<1	52.000	<1	1134.286	<1	<1	<1	<10	<1	<1	<1	<1	<1	1542.857	2448.571						17.714	<10	<1	<1																												
NR-2022-06826	Sludge	ng/g	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Sedimentation pool			Rensebasseng				1.875	158.438	<1	37.813	584.375	3.438	<1	55.000	238.750	<1	53.438	<1	1996.875	<1	<1	<1	<10	<1	<1	<1	16.875	<1	3503.125	3053.125						34.063	<10	<1	<1	< 0.5	< 0.2	0.042	< 0.2	2.800	19.800	<0.1	<0.2	0.700	1.200	6.000																	4271.329
NR-2022-06827	Sludge	ng/g	59.9055	10.7854				V†lerengatunnelen	Tunnel environment	Sedimentation pool			Rensebasseng				2.121	179.394	<1	43.333	633.333	6.364	<1	73.636	255.152	<1	61.212	<1	1903.030	<1	<1	<1	<10	<1	<1	<1	13.939	<1	3690.909	2272.727						38.485	<10	<1	<1	< 0.5	< 0.2	0.132	< 0.2																								3699.771
NR-2022-06812	Sludge	ng/g	59.9370	10.6813				Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck			Smestad feiebil				<1	16.000	1.500	2.750	1.750	<1	<1	19.500	17.750	<1	4.750	<1	307.500	<1	<1	<1	<10	<1	<1	<1	9.500	32.250	585.000	176.250						6.000	<10	<1	<1	< 0.5	< 0.2	0.052	< 0.2	<0.2	0.200	<0.8	<0.5	<0.2	<0.5	<0.1												0.463	1.844	4.253	4.383	3.397	437.896
NR-2022-06813	Sludge	ng/g	59.9370	10.6813				Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck			Smestad feiebil				<1	14.167	<1	1.944	2.222	<1	<1	15.833	9.722	<1	3.611	<1	211.944	<1	<1	<1	<10	<1	<1	<1	5.833	29.722	497.222	81.389						6.389	<10	<1	<1	< 0.5	< 0.2	0.024	< 0.2	<0.2	0.200	<0.8	<0.5	<0.2	<0.5	<0.1												0.477	1.984	3.691	3.851	2.549	1366.075
NR-2022-06797	Sediment	ng/g	59.9553	10.6796			44802.000	Smestaddammen	Tunnel environment	Recipient pond_upper			?vre				<1	<1	<1	<1	2.667	<1	<1	<1	<1	<1	<1	<1	93.667	<1	<1	<1	<10	<1	<1	<1	<1	<1	95.000	7.667						<1	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.3	0.800	<0.2	<0.2	<0.2	28.100	<0.3																	291.556
NR-2022-06796	Sediment	ng/g	59.9324	10.6976			44802.000	Smestaddammen	Tunnel environment	Recipient pond_lower			nedre				<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	49.310	<1	<1	<1	<10	<1	<1	<1	<1	<1	66.552	4.483						<1	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.1	0.100	<0.1	<0.2	1.600	<0.2	<0.3																	587.279
NR-2022-06866	Water, filtered	ng/L	59.9553	10.6796			44802.000	Smestaddammen	Tunnel environment	Recipient pond_upper			?vre				0.700	285.000	<0.5	<0.5	12.700	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	15.700	<1.0										< 0.5	0.033	< 0.5	< 2	<0.1	<0.2	<0.2	<0.1	<0.2	<0.1	<0.1																	
NR-2022-06868	Water, particles	ng/L	59.9553	10.6796			44802.000	Smestaddammen	Tunnel environment	Recipient pond_upper			?vre				<0.5	5.100	<0.5	<0.5	<0.5	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0																																					3.600
NR-2022-06867	Water, filtered	ng/L	59.9324	10.6976			44802.000	Smestaddammen	Tunnel environment	Recipient pond_lower			nedre				0.600	192.000	<0.5	<0.5	18.800	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	11.100	<1.0										< 0.5	0.059	< 0.5	< 2	<0.1	<0.3	0.300	<0.1	<0.3	<0.1	<0.1							< 0.5	< 0.5	< 0.5	< 0.5	< 0.5						
NR-2022-06869	Water, particles	ng/L	59.9324	10.6976			44802.000	Smestaddammen	Tunnel environment	Recipient pond_lower			nedre				<0.5	8.700	<0.5	<0.5	<0.5	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0																																					0.800
NR-2022-07074	Biota	ng/g ww	59.8225	10.3537			44803.000	Padderudvannet	Recipient	Freshwater		Perch liver and filet	abbor - lever				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																1.781	4.493	6.051	9.946	11.436	96.153
NR-2022-07075	Biota	ng/g ww	59.8235	10.3556			44803.000	Padderudvannet	Recipient	Freshwater		Perch liver and filet	abbor - lever				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																1.857	3.901	6.306	13.843	12.248	41.372
NR-2022-07076	Biota	ng/g ww	59.8239	10.3583			44803.000	Padderudvannet	Recipient	Freshwater		Perch liver and filet	abbor - lever				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5														<0.2	<0.2	<0.2	<0.1	<0.3	0.800	127.600												1.918	3.862	6.144	15.633	10.807	8.958
NR-2022-07077	Biota	ng/g ww	59.8235	10.3556			44803.000	Padderudvannet	Recipient	Freshwater		Duck mussel	andemusling				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5														<0.2	<0.9	1.600	<0.2	<0.6	<0.6	16.000												2.377	6.679	13.052	18.942	20.022	4.691
NR-2022-07078	Biota	ng/g ww	59.8235	10.3556			44803.000	Padderudvannet	Recipient	Freshwater		Duck mussel	andemusling				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5														<0.2	<0.9	<1.1	<0.2	<0.9	2.100	10.600												3.078	8.381	8.083	16.635	12.973	36.380
NR-2022-07079	Biota	ng/g ww	59.8235	10.3556			44803.000	Padderudvannet	Recipient	Freshwater		Duck mussel	andemusling				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																1.515	4.085	5.102	24.331	11.405	30.294
NR-2022-06982	Air_particles	ng/m3	59.9576	10.8602			12.09.2022	Obos1	Artificial grass pitch	Indoor			Indoor	Kleinfilter									<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	471.567	73.971										< 1000	< 1000	< 1000	< 1000																								0.463
NR-2022-06983	Air_particles	ng/m3	59.9576	10.8602			12.09.2022	Obos2	Artificial grass pitch	Indoor			Indoor	Kleinfilter									<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10																																					0.044
NR-2022-06984	Air_particles	ng/m3	59.9615	11.0710			13.09.2022	LSK	Artificial grass pitch	Indoor			Indoor	Kleinfilter									<10	363.306	487.868	<10	<10	<10	1437.654	<10	<10	<10	<10	<10	<10	<10	<10	871.935	5501.492	1619.307										< 20	< 20	< 20	< 20																								0.217
NR-2022-07019	Dust	ng/g	59.0598	9.6383			44833.000	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near shredder		Hus n‘r skredder				15.727	4089.122	20.970	348.624	477.064	<10	<10	1263.434	1176.933	<10	28.834	<10	8309.305	<10	<10	<10	<10	<10	<10	<10	269.987	317.169	7024.902	16539.974						<10	<30	<10	<10					5.100	14.300	0.600	<0.1	<2.2	0.200	6.600																	16113.097
NR-2022-07020	Dust	ng/g	59.0598	9.6383			44833.000	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Outside workshop		Utenfor verksted				<10	712.517	16.506	46.768	101.788	24.759	<10	536.451	475.928	<10	27.510	<10	3383.769	<10	<10	<10	<10	<10	<10	<10	<10	569.464	8555.708	2888.583						<10	<30	<10	<10					0.300	0.500	0.600	<0.1	0.100	<0.1	3.600																	1679.934
NR-2022-07021	Dust	ng/g	59.0598	9.6383			44833.000	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near grab		Ved grabbene				<10	160.387	<10	13.004	41.903	23.119	<10	192.176	140.158	<10	11.559	<10	1066.358	<10	<10	<10	<10	<10	<10	<10	<10	307.770	2441.932	335.224						<10	<30	<10	<10					0.400	<0.2	0.800	<0.5	<0.3	<0.2	4.200																	160.603
