Provenr	Medium_id	Enhet_id	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	compound	value	Medium_id2	lodcount	n	det_frac	plotting	meanx
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06917	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	MBT	1360	Water	7	14	50	1360	633.25
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06918	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	MBT	880	Water	7	14	50	880	633.25
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06919	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	MBT	1280	Water	7	14	50	1280	633.25
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	MBT	<50	Water	15	16	6.25	NA	NA
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	MBT	<1	Solids	3	8	62.5	0.5	6.8425
NR-2022-06809	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	MBT	11.795	Solids	3	8	62.5	11.795	6.8425
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	MBT	8.5	Solids	3	8	62.5	8.5	6.8425
NR-2022-06811	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	MBT	23.143	Solids	3	8	62.5	23.143	6.8425
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	MBT	3.438	Solids	3	8	62.5	3.438	6.8425
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	MBT	6.364	Solids	3	8	62.5	6.364	6.8425
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	MBT	<1	Solids	3	8	62.5	0.5	6.8425
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	MBT	<1	Solids	3	8	62.5	0.5	6.8425
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	MBT	<1	Solids	2	2	0	NA	NA
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	MBT	<1	Solids	2	2	0	NA	NA
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	MBT	<0.5	Water	7	14	50	0.25	633.25
NR-2022-06868	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	MBT	<0.5	Water	15	16	6.25	NA	NA
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	MBT	<0.5	Water	7	14	50	0.25	633.25
NR-2022-06869	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	MBT	<0.5	Water	15	16	6.25	NA	NA
NR-2022-07074	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	MBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07075	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	MBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07076	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	MBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07077	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	MBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07078	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	MBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07079	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	MBT	<0.5	Biota	6	6	0	NA	NA
NR-2022-07019	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near shredder	NA	Hus n?r skredder	MBT	<10	Air	1	3	66.66666667	5	17.626
NR-2022-07020	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Outside workshop	NA	Utenfor verksted	MBT	24.759	Air	1	3	66.66666667	24.759	17.626
NR-2022-07021	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near grab	NA	Ved grabbene	MBT	23.119	Air	1	3	66.66666667	23.119	17.626
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	Residental 1	Private home	Private home	NA	NA	Bolig1	MBT	5.1	Air	4	6	33.33333333	5.1	6.259833333
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	Residental 3	Private home	Private home	NA	NA	Bolig3	MBT	<10	Air	4	6	33.33333333	5	6.259833333
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	Residental 4	Private home	Private home	NA	NA	Bolig4	MBT	<10	Air	4	6	33.33333333	5	6.259833333
NR-2022-07008	Dust (ng/g, w.w.)	ng/g	Residental 5	Private home	Private home	NA	NA	Bolig5	MBT	<10	Air	4	6	33.33333333	5	6.259833333
NR-2022-07009	Dust (ng/g, w.w.)	ng/g	Residental 6	Private home	Private home	NA	NA	Bolig6	MBT	12.459	Air	4	6	33.33333333	12.459	6.259833333
NR-2022-07010	Dust (ng/g, w.w.)	ng/g	Residental 7	Private home	Private home	NA	NA	Bolig7	MBT	<10	Air	4	6	33.33333333	5	6.259833333
NR-2022-07022	Dust (ng/g, w.w.)	ng/g	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07023	Dust (ng/g, w.w.)	ng/g	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07024	Dust (ng/g, w.w.)	ng/g	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07013	Dust (ng/g, w.w.)	ng/g	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D-print1	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07014	Dust (ng/g, w.w.)	ng/g	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D-print2	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07015	Dust (ng/g, w.w.)	ng/g	3D-printing 3	Commercial building	Printing 3D	NA	NA	3D-print3	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07016	Dust (ng/g, w.w.)	ng/g	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus1	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07017	Dust (ng/g, w.w.)	ng/g	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus2	MBT	<10	Air	9	9	0	NA	NA
NR-2022-07018	Dust (ng/g, w.w.)	ng/g	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus3	MBT	<10	Air	9	9	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06981	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg sommer	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	MBT	<10	Air	4	4	0	NA	NA
NR-2022-06973	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekday	Smestad ukedag sommer	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06971	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekday	E6 Alna ukedag sommer	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06970	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekday	Hjortnes ukedag sommer	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06974	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekend	Smestad helg sommer	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06972	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekend	E6 Alna helg sommer	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06969	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekend	Hjortnes helg sommer	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06990	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekday	Smestad ukedag vinter	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06988	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekday	E6 Alna ukedag vinter	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06987	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekday	Hjortnes ukedag vinter	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06991	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekend	Smestad helg vinter 	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06989	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekend	E6 Alna helg vinter	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06986	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekend	Hjortnes helg vinter	MBT	<10	Air	12	12	0	NA	NA
NR-2022-06909	Water, total (ng/L)	ng/L	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06910	Water, total (ng/L)	ng/L	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06911	Water, total (ng/L)	ng/L	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Solids	4	6	33.33333333	0.5	75.16666667
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Solids	3	3	0	NA	NA
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Solids	4	6	33.33333333	0.5	75.16666667
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Solids	3	3	0	NA	NA
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Solids	4	6	33.33333333	0.5	75.16666667
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	CPPD	<1	Solids	3	3	0	NA	NA
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	CPPD	196	Solids	4	6	33.33333333	196	75.16666667
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	CPPD	253	Solids	4	6	33.33333333	253	75.16666667
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	CPPD	<1	Solids	4	6	33.33333333	0.5	75.16666667
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	CPPD	<1	Solids	4	4	0	NA	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	CPPD	<1	Solids	4	4	0	NA	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	CPPD	<1	Solids	4	4	0	NA	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	CPPD	<1	Solids	4	4	0	NA	NA
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	CPPD	<1	Water	12	12	0	NA	NA
NR-2022-06795	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06805	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06794	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06804	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06801	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06806	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06820	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06815	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06872	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Wet	?	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06873	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Wet	?	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06874	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Wet	?	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06875	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Wet	?	CPPD	<1	Water	8	8	0	NA	NA
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06920	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06921	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-00807	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	CPPD	<1	Water	3	3	0	NA	NA
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	CPPD	<1	Solids	3	3	0	NA	NA
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	CPPD	<1	Solids	3	3	0	NA	NA
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	CPPD	<1	Solids	3	3	0	NA	NA
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06923	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06924	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06888	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06889	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06889	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06912	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06913	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06914	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06915	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06931	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06916	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06917	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06918	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06919	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	CPPD	<50	Water	14	14	0	NA	NA
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	CPPD	<50	Water	16	16	0	NA	NA
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06809	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06811	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	CPPD	<1	Solids	8	8	0	NA	NA
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	CPPD	<1	Solids	2	2	0	NA	NA
