Provenr	Medium_id	Enhet_id	Latitude	Longitude	Vannlok_kode	Aktivitet_id	Tid_provetak	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	Provetakmetode_id	X	Short	compound	value	Medium_id2	Site_Category2
NR-2022-06882	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	BCPS	< 0.25	NA	Tyre collection site
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	BCPS	< 0.2	Solids	Tyre collection site
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	BCPS	< 0.2	Solids	Tyre collection site
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44834	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	BCPS	< 0.2	Solids	Tyre collection site
NR-2022-06884	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	NA	NA	NA	BCPS	2.279	NA	Tunnel environment
NR-2022-06923	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	NA	NA	NA	BCPS	3.776	NA	Tunnel environment
NR-2022-06885	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	NA	NA	NA	BCPS	3.173	NA	Tunnel environment
NR-2022-06924	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	NA	NA	NA	BCPS	2.872	NA	Tunnel environment
NR-2022-06886	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	NA	NA	NA	BCPS	< 0.25	NA	Tunnel environment
NR-2022-06925	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	NA	NA	NA	BCPS	4.458	NA	Tunnel environment
NR-2022-06887	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	NA	NA	NA	BCPS	< 0.25	NA	Tunnel environment
NR-2022-06926	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-06927	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-06930	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-06932	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-06933	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-00523	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-00524	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	NA	NA	NA	BCPS	< 1	NA	Tunnel environment
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	59.937	10.6813	NA	NA	NA	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	59.9553	10.6796	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_upper	NA	NA	?vre	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	59.9324	10.6976	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_lower	NA	NA	nedre	NA	NA	NA	BCPS	< 0.2	Solids	Tunnel environment
NR-2022-06866	Water, filtered (ng/L)	ng/L	59.9553	10.6796	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_upper	NA	NA	?vre	NA	NA	NA	BCPS	0.033	NA	Tunnel environment
NR-2022-06867	Water, filtered (ng/L)	ng/L	59.9324	10.6976	NA	NA	44802	Smestaddammen	Urban pond	Recipient pond_lower	NA	NA	nedre	NA	NA	NA	BCPS	0.059	NA	Tunnel environment
NR-2022-06982	Air, particles (ng/m^3)	ng/m3	59.9576	10.8602	NA	NA	12.09.2022	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	Kleinfilter	NA	NA	BCPS	< 1000	Air	Artificial grass pitch
NR-2022-06984	Air, particles (ng/m^3)	ng/m3	59.9615	11.071	NA	NA	13.09.2022	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	Kleinfilter	NA	NA	BCPS	< 20	Air	Artificial grass pitch
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	59.9281	10.7671	NA	NA	22.02.2022	Residental 1	Private home	Private home	NA	NA	Bolig1	NA	NA	NA	BCPS	< 10	Air	Private homes
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	59.8342	11.1395	NA	NA	27.06.2022	Residental 3	Private home	Private home	NA	NA	Bolig3	NA	NA	NA	BCPS	< 10	Air	Private homes
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	60.0154	11.0301	NA	NA	29.06.2022	Residental 4	Private home	Private home	NA	NA	Bolig4	NA	NA	NA	BCPS	< 10	Air	Private homes
NR-2022-06978	Air (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	6-9/9-2022	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	NA	NA	NA	BCPS	< 0.1	Air	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	6-9/9-2022	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	NA	NA	NA	BCPS	< 0.001	Air	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	9-13/9-2022	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	NA	NA	NA	BCPS	< 0.1	Air	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	9-13/9-2023	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	NA	NA	NA	BCPS	< 0.001	Air	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	15.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	NA	NA	NA	BCPS	< 0.1	Air	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	15.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	NA	NA	NA	BCPS	< 0.001	Air	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	59.9232	10.7635	NA	NA	12.12.2022	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	NA	NA	NA	BCPS	< 0.001	Air	NA
NR-2022-06946	Air (ng/m^3)	ng/m3	59.9318	10.7417	NA	NA	12-13/10-2022	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	NA	NA	NA	BCPS	< 0.2	Air	NA
NR-2022-06947	Air (ng/m^3)	ng/m3	60.1208	11.4638	NA	NA	31/10-1/11-2022	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	NA	NA	NA	BCPS	< 0.2	Air	NA
NR-2022-06948	Air (ng/m^3)	ng/m3	59.8496	10.831	NA	NA	10-11/11-2022	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	NA	NA	NA	BCPS	< 0.2	Air	NA
NR-2022-06954	Air (ng/m^3)	ng/m3	59.9281	10.7671	NA	NA	44734	Residental 1	Private home	Private home	NA	NA	Residental 1	NA	NA	NA	BCPS	< 0.1	Air	Private homes
NR-2022-06955	Air (ng/m^3)	ng/m3	59.8342	11.1395	NA	NA	44739	Residental 3	Private home	Private home	NA	NA	Residental 3	NA	NA	NA	BCPS	< 0.1	Air	Private homes
NR-2022-06956	Air (ng/m^3)	ng/m3	60.0154	11.0301	NA	NA	44741	Residental 4	Private home	Private home	NA	NA	Residental 4	NA	NA	NA	BCPS	< 0.1	Air	Private homes
NR-2022-06957	Air (ng/m^3)	ng/m3	59.9847	11.2424	NA	NA	44756	Residental 5	Private home	Private home	NA	NA	Residental 5	NA	NA	NA	BCPS	< 0.1	Air	Private homes
NR-2022-06958	Air (ng/m^3)	ng/m3	60.0719	10.9979	NA	NA	44812	Residental 6	Private home	Private home	NA	NA	Residental 6	NA	NA	NA	BCPS	< 0.1	Air	Private homes
NR-2022-06959	Air (ng/m^3)	ng/m3	59.9346	10.9362	NA	NA	44789	Residental 7	Private home	Private home	NA	NA	Residental 7	NA	NA	NA	BCPS	< 0.1	Air	Private homes
NR-2022-06951	Air (ng/m^3)	ng/m3	59.9112	10.7523	NA	NA	44818	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D printlab 1	NA	NA	NA	BCPS	< 0.05	Air	NA
NR-2022-06952	Air (ng/m^3)	ng/m3	59.942	10.717	NA	NA	44873	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D printlab 2	NA	NA	NA	BCPS	< 0.05	Air	NA
NR-2022-06963	Air (ng/m^3)	ng/m3	59.9336	10.8719	NA	NA	44797	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus 1	NA	NA	NA	BCPS	< 0.1	Air	NA
NR-2022-06964	Air (ng/m^3)	ng/m3	59.9336	10.8719	NA	NA	44798	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus 2	NA	NA	NA	BCPS	< 0.1	Air	NA
NR-2022-06965	Air (ng/m^3)	ng/m3	60.1208	11.4638	NA	NA	44860	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus 3	NA	NA	NA	BCPS	< 0.1	Air	NA
NR-2022-07083	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	NA	NA	NA	BCPS	1.907	Biota	NA
NR-2022-07084	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	NA	NA	NA	BCPS	2.279	Biota	NA
NR-2022-07085	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	NA	NA	NA	BCPS	3.173	Biota	NA
NR-2022-07080	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	NA	NA	NA	BCPS	< 0.25	Biota	NA
NR-2022-07081	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	NA	NA	NA	BCPS	< 0.25	Biota	NA
NR-2022-07082	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	NA	NA	NA	BCPS	< 0.25	Biota	NA
NR-2022-07086	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	NA	NA	NA	BCPS	< 0.25	Biota	NA
NR-2022-07087	Biota (ng/g, w.w.)	ng/g ww	NA	NA	NA	NA	NA	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	NA	NA	NA	BCPS	< 0.25	Biota	NA
NR-2022-06909	Water, total (ng/L)	ng/L	NA	N 6648116.03, E 603920.36	NA	NA	44868	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	column	NA	NA	isoTAC	0.498	NA	Artificial grass pitch
NR-2022-06910	Water, total (ng/L)	ng/L	NA	N 6644256.21, E 600713.35	NA	NA	07.11.2022	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	column	NA	NA	isoTAC	< 0.25	NA	Artificial grass pitch
NR-2022-06911	Water, total (ng/L)	ng/L	NA	N 6644164.96, E 600860.36	NA	NA	07.11.2022	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	column	NA	NA	isoTAC	< 0.25	NA	Artificial grass pitch
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	NA	N 6648116.03, E 603920.36	NA	NA	44704	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	isoTAC	1.042	Solids	Artificial grass pitch
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	NA	N 6648116.03, E 603920.36	NA	NA	44704	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	isoTAC	0.251	Solids	Artificial grass pitch
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	NA	N 6644256.21, E 600713.35	NA	NA	07.11.2022	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	isoTAC	0.22	Solids	Artificial grass pitch
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	59.919	10.805	NA	NA	07.11.2022	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	isoTAC	0.86	Solids	Artificial grass pitch
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	NA	N 6644164.96, E 600860.36	NA	NA	07.11.2022	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	isoTAC	0.268	Solids	Artificial grass pitch
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	NA	N 6644164.96, E 600860.36	NA	NA	07.11.2022	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	Grabb	NA	NA	isoTAC	< 0.2	Solids	Artificial grass pitch
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	59.958	10.86	NA	NA	12.09.2022	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	Grabb	NA	NA	isoTAC	13.012	Solids	Artificial grass pitch
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	59.958	10.86	NA	NA	12.09.2022	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	Grabb	NA	NA	isoTAC	11.715	Solids	Artificial grass pitch
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	59.962	11.071	NA	NA	13.09.2022	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	Grabb	NA	NA	isoTAC	37.709	Solids	Artificial grass pitch
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	26.-29.9.22	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	Grabb	NA	NA	isoTAC	< 0.2	Solids	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	3.10-5.10.22	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	Grabb	NA	NA	isoTAC	< 0.2	Solids	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	24.11	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	Grabb	NA	NA	isoTAC	< 0.2	Solids	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	59.883	10.77	NA	NA	??	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	Grabb	NA	NA	isoTAC	< 0.2	Solids	NA
NR-2022-06876	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	27.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	column	NA	NA	isoTAC	< 0.02	NA	NA
NR-2022-06877	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	28.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	column	NA	NA	isoTAC	< 0.02	NA	NA
NR-2022-06878	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	29.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	column	NA	NA	isoTAC	25.804	NA	NA
NR-2022-06899	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	03.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	column	NA	NA	isoTAC	29.665	NA	NA
NR-2022-06900	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	04.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	column	NA	NA	isoTAC	48.006	NA	NA
NR-2022-06901	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	05.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	column	NA	NA	isoTAC	54.716	NA	NA
NR-2022-06879	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	27.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	column	NA	NA	isoTAC	67.877	NA	NA
NR-2022-06880	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	28.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	column	NA	NA	isoTAC	0.298	NA	NA
NR-2022-06881	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	29.09.2022	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	column	NA	NA	isoTAC	0.473	NA	NA
NR-2022-06902	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	03.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	column	NA	NA	isoTAC	87.24	NA	NA
NR-2022-06903	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	04.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	column	NA	NA	isoTAC	77.615	NA	NA
NR-2022-06904	Water, total (ng/L)	ng/L	59.883	10.77	NA	NA	05.10.2022	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	column	NA	NA	isoTAC	78.702	NA	NA
NR-2022-06938	Air (ng/m^3)	ng/m3	59.883	10.77	NA	NA	26.-27.9.22	Bekkelaget	Wastewater treatment plant	NA	Summer	High	high treatment, summer	NA	NA	NA	isoTAC	< 0.025	Air	NA
NR-2022-06939	Air (ng/m^3)	ng/m3	59.883	10.77	NA	NA	27.-28.9.22	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	high treatment, autumn	NA	NA	NA	isoTAC	< 0.025	Air	NA
NR-2022-06940	Air (ng/m^3)	ng/m3	59.883	10.77	NA	NA	28.-29.9.22	Bekkelaget	Wastewater treatment plant	NA	Summer	High	low treatment, summer	NA	NA	NA	isoTAC	< 0.025	Air	NA
NR-2022-06941	Air (ng/m^3)	ng/m3	59.883	10.77	NA	NA	29.-30.9.22	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	low treatment, autumn	NA	NA	NA	isoTAC	< 0.025	Air	NA
NR-2022-06905	Water, total (ng/L)	ng/L	NA	"N 6646841.52; E 604962.51"	NA	NA	26.10.2022 kl 11.10	Brubak	Urban river	NA	NA	Dry	Dry	column	NA	NA	isoTAC	0.544	NA	NA
NR-2022-06906	Water, total (ng/L)	ng/L	NA	"N 6644278.52; E 602600.1"	NA	NA	26.10.2022 kl 11.30	Breivoll	Urban river	NA	NA	Dry	Dry	column	NA	NA	isoTAC	0.526	NA	NA
NR-2022-06907	Water, total (ng/L)	ng/L	NA	"N 6642145.02; E 600216.99"	NA	NA	26.10.2022 kl 11.55	Kv?rner	Urban river	NA	NA	Dry	Dry	column	NA	NA	isoTAC	1.169	NA	NA
NR-2022-06908	Water, total (ng/L)	ng/L	59.9596	10.8643	NA	NA	26.10.2022 kl 10.30	Apall?kka	Urban river	NA	NA	Dry	Dry	column	NA	NA	isoTAC	0.675	NA	NA
NR-2023-02387	Water, total (ng/L)	ng/L	NA	"N 6642145.02; E 600216.99"	NA	NA	27.02.2023	Kv?rner	Urban river	NA	NA	NA	extra sample VOC	special bottle	NA	NA	isoTAC	3.564	NA	NA
NR-2023-02388	Water, total (ng/L)	ng/L	NA	"N 6646841.52; E 604962.51"	NA	NA	27.02.2023	Brubak	Urban river	NA	NA	NA	extra sample VOC	special bottle	NA	NA	isoTAC	10.843	NA	NA
NR-2023-02389	Water, total (ng/L)	ng/L	NA	"N 6644278.52; E 602600.1"	NA	NA	27.02.2023	Breivoll	Urban river	NA	NA	NA	extra sample VOC	special bottle	NA	NA	isoTAC	2.065	NA	NA
NR-2023-02390	Water, total (ng/L)	ng/L	59.9597	10.861	NA	NA	27.02.2023	Apall?kka	Urban river	Vesletjern	NA	NA	extra sample VOC	special bottle	NA	NA	isoTAC	< 0.02	NA	NA
NR-2022-06870	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	isoTAC	120.457	NA	Tyre collection site
NR-2022-06871	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	isoTAC	55.511	NA	Tyre collection site
NR-2022-06882	Water, filtered (ng/L)	ng/L	59.0598	9.6383	NA	NA	44833	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	same LIMS for column and particle	NA	NA	isoTAC	< 0.25	NA	Tyre collection site
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	isoTAC	< 0.2	Solids	Tyre collection site
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44812	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	isoTAC	< 0.2	Solids	Tyre collection site
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	59.0598	9.6383	NA	NA	44834	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	NA	NA	NA	isoTAC	< 0.2	Solids	Tyre collection site
NR-2022-06884	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	NA	NA	NA	isoTAC	< 0.5	NA	Tunnel environment
NR-2022-06923	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	NA	NA	NA	isoTAC	2.228	NA	Tunnel environment
NR-2022-06885	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	NA	NA	NA	isoTAC	< 0.5	NA	Tunnel environment
NR-2022-06924	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	NA	NA	NA	isoTAC	3.493	NA	Tunnel environment
NR-2022-06886	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	NA	NA	NA	isoTAC	< 0.25	NA	Tunnel environment
NR-2022-06925	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	NA	NA	NA	isoTAC	2.828	NA	Tunnel environment
NR-2022-06887	Water, filtered (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	NA	NA	NA	isoTAC	< 0.25	NA	Tunnel environment
NR-2022-06926	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	NA	NA	NA	isoTAC	< 0.25	NA	Tunnel environment
NR-2022-06927	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	NA	NA	NA	isoTAC	1.254	NA	Tunnel environment
NR-2022-06930	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	NA	NA	NA	isoTAC	< 0.25	NA	Tunnel environment
NR-2022-06932	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	NA	NA	NA	isoTAC	0.5	NA	Tunnel environment
NR-2022-06933	Water, particles (ng/L)	ng/L	59.9055	10.7854	NA	NA	NA	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	NA	NA	NA	isoTAC	0.331	NA	Tunnel environment
