		Analysemetode_id										Analysemetode_id	BTZ	BTZ	BTZ	BTZ	BTZ	BTZ	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	LEGE	LEGE	PEST	PEST	PEST	SURF	SURF	SURF	SURF	SVOC	SVOC	SVOC	SVOC	BIS	BIS	BIS	BIS	BIS	BIS	BIS	VOC	VOC	VOC	VOC	VOC	VOC	PFAS	PFAS	PFAS	PFAS	PFAS	SIL	SIL	SIL	SIL	SIL	LCCP
NR-2022-06914	Water_filtered	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - START des1				<50	84000	<50	<50	34320	1440	<50	3360	<50	<50	<50	<50	21680	<50	<50	<50	<50	<50	<50	<50	<50	71600	63980	16480																																					
NR-2022-06930	Water	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - START des1				<50	<50	<50	<50	<50	<50	<50	104	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	255	<50																																					
NR-2022-06915	Water_filtered	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - START des2				<50	86400	<50	<50	34480	1760	<50	3150	<50	<50	<50	<50	17440	<50	<50	<50	<50	<50	<50	<50	<50	75200	66950	14880																																					
NR-2022-06931	Water	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - START des2				<50	<50	<50	<50	<50	<50	<50	96	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	310	<50																																					
NR-2022-06916	Water_filtered	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - UNDERVEIS 1				<50	89600	<50	<50	28400	1760	<50	480	<50	<50	<50	<50	12240	<50	<50	<50	<50	<50	<50	<50	<50	51000	37160	13840																																					
NR-2022-06932	Water	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - UNDERVEIS 1				<50	960	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	890	<50																																					
NR-2022-06917	Water_filtered	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - UNDERVEIS 2				<50	85600	<50	<50	35040	1360	<50	3980	<50	<50	<50	<50	19280	<50	<50	<50	<50	<50	<50	<50	<50	78000	122400	18320																																					
NR-2022-06933	Water	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - UNDERVEIS 2				<50	<50	<50	<50	<50	<50	<50	260	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	460	<50																																					
NR-2022-06918	Water_filtered	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - SLUTT 1				<50	49760	960	<50	30560	880	<50	4120	<50	<50	<50	<50	19840	<50	<50	<50	<50	<50	<50	<50	<50	69600	98560	20080																																					
NR-2022-00523	Water	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - SLUTT 1				<50	<50	<50	<50	<50	<50	<50	390	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	155	<50																																					
NR-2022-06919	Water_filtered	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - SLUTT 2				<50	92800	1200	<50	35840	1280	<50	4380	<50	<50	<50	<50	16880	<50	<50	<50	<50	<50	<50	<50	<50	72000	65120	20480																																					
NR-2022-00524	Water	ng/L	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Utslipp renset vann - SLUTT 2				<50	<50	<50	<50	<50	<50	<50	255	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	330	<50																																					
NR-2022-06808	sludge	ng/g	59,905465oN, 10,785367oE				Smestadtunnelen	Tunnel environment	Sandfang innl?p				<1	<1	<1	<1	<1	<1	<1	36.2	33.8	<1	33.5	<1	635	<1	<1	<1	<10	<1	<1	<1	<1	<1	1576	321						12.6	<10	<1	<1																												
NR-2022-06809	sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sandfang innl?p				<1	42.1	<1	9.5	26.7	11.8	<1	40.0	31.0	<1	25.4	<1	577	<1	<1	<1	<10	<1	<1	<1	<1	<1	1362	369						10.5	<10	<1	<1																												
NR-2022-06810	sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sandfang utl?p				<1	29.5	<1	6.5	46.5	8.5	<1	48.5	61.0	<1	36.5	<1	955	<1	<1	<1	<10	<1	<1	<1	<1	<1	1770	595						13.5	<10	<1	<1																												
NR-2022-06811	sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sandfang utl?p				<1	28.3	<1	9.7	58.0	23.1	<1	46.3	62.6	<1	52.0	<1	1134	<1	<1	<1	<10	<1	<1	<1	<1	<1	1543	2449						17.7	<10	<1	<1																												
NR-2022-06826	sludge	ng/g	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Rensebasseng				1.9	158	<1	37.8	584	3.4	<1	55.0	239	<1	53.4	<1	1997	<1	<1	<1	<10	<1	<1	<1	16.9	<1	3503	3053						34.1	<10	<1	<1																												
NR-2022-06827	sludge	ng/g	59,905465oN, 10,785367oE				V†lerengatunnelen	Tunnel environment	Rensebasseng				2.1	179	<1	43.3	633	6.4	<1	73.6	255	<1	61.2	<1	1903	<1	<1	<1	<10	<1	<1	<1	13.9	<1	3691	2273						38.5	<10	<1	<1																												
NR-2022-06812	sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Smestad feiebil				<1	16.0	1.5	2.8	1.8	<1	<1	19.5	17.8	<1	4.8	<1	308	<1	<1	<1	<10	<1	<1	<1	9.5	32.3	585	176						6.0	<10	<1	<1																												
NR-2022-06813	sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Smestad feiebil				<1	14.2	<1	1.9	2.2	<1	<1	15.8	9.7	<1	3.6	<1	212	<1	<1	<1	<10	<1	<1	<1	5.8	29.7	497	81.4						6.4	<10	<1	<1																												
NR-2022-06797	sediment	ng/g	59.95530, 10.67958			29.08.2022	Smestaddammen	Tunnel environment	?vre				<1	<1	<1	<1	2.7	<1	<1	<1	<1	<1	<1	<1	93.7	<1	<1	<1	<10	<1	<1	<1	<1	<1	95.0	7.7						<1	<10	<1	<1																		Not Offered										
NR-2022-06796	sediment	ng/g	59.93241, 10.69761			29.08.2022	Smestaddammen	Tunnel environment	nedre				<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	49.3	<1	<1	<1	<10	<1	<1	<1	<1	<1	66.6	4.5						<1	<10	<1	<1																												
NR-2022-06866	Water_filtered	ng/L	59.95530, 10.67958			29.08.2022	Smestaddammen	Tunnel environment	?vre				0.7	285	<0.5	<0.5	12.7	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	15.7	<1.0																																					
NR-2022-06868	Water	ng/L	59.95530, 10.67958			29.08.2022	Smestaddammen	Tunnel environment	?vre				<0.5	5.1	<0.5	<0.5	<0.5	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0																																					
NR-2022-06867	Water_filtered	ng/L	59.93241, 10.69761			29.08.2022	Smestaddammen	Tunnel environment	nedre				0.6	192	<0.5	<0.5	18.8	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	11.1	<1.0																																					
NR-2022-06869	Water	ng/L	59.93241, 10.69761			29.08.2022	Smestaddammen	Tunnel environment	nedre				<0.5	8.7	<0.5	<0.5	<0.5	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0														Not Offered																							
NR-2022-07074	Biota	ng/g ww	59.82251, 10.35370			30.08.2022	Padderudvannet	Recepient_Freshwater	abbor - lever				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																											Not Offered										
NR-2022-07075	Biota	ng/g ww	59.82349, 10.35563			30.08.2022	Padderudvannet	Recepient_Freshwater	abbor - lever				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																					
NR-2022-07076	Biota	ng/g ww	59.82387, 10.35828			30.08.2022	Padderudvannet	Recepient_Freshwater	abbor - lever				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																					
NR-2022-07077	Biota	ng/g ww	59.82349, 10.35563			30.08.2022	Padderudvannet	Recepient_Freshwater	andemusling				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																					
NR-2022-07078	Biota	ng/g ww	59.82349, 10.35563			30.08.2022	Padderudvannet	Recepient_Freshwater	andemusling				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																					
NR-2022-07079	Biota	ng/g ww	59.82349, 10.35563			30.08.2022	Padderudvannet	Recepient_Freshwater	andemusling				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																					
NR-2022-06982	Air/dust??	ng					Obos1	Artificial grass pitch	Indoor	Kleinfilter									<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	472	74.0														Not Offered													Not Offered										
NR-2022-06983	Air/dust??	ng					Obos2	Artificial grass pitch	Indoor	Kleinfilter									<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10																																					
NR-2022-06984	Air/dust??	ng					LSK?	Artificial grass pitch	Indoor	Kleinfilter									<10	363	488	<10	<10	<10	1438	<10	<10	<10	<10	<10	<10	<10	<10	872	5501	1619																																					
NR-2022-07019	Dust	ng	59.059745, 9.638333			29.09.2022	Bamble_Skjerk?ya	Tire collection site	Hus n‘r skredder				15.7	4089	21.0	349	477	<10	<10	1263	1177	<10	29	<10	8309	<10	<10	<10	<10	<10	<10	<10	270	317	7025	16540						<10	<30	<10	<10																		Not Offered					Not Offered					
NR-2022-07020	Dust	ng	59.059745, 9.638333			29.09.2022	Bamble_Skjerk?ya	Tire collection site	Utenfor verksted				<10	713	16.5	46.8	102	24.8	<10	536	476	<10	28	<10	3384	<10	<10	<10	<10	<10	<10	<10	<10	569	8556	2889						<10	<30	<10	<10																												
NR-2022-07021	Dust	ng	59.059745, 9.638333			29.09.2022	Bamble_Skjerk?ya	Tire collection site	Ved grabbene				<10	160	<10	13.0	41.9	23.1	<10	192	140	<10	12	<10	1066	<10	<10	<10	<10	<10	<10	<10	<10	308	2442	335						<10	<30	<10	<10																												
NR-2022-07004	Dust	ng				22/02/2022	oslo	Private home	Bolig1				<10	390	<10	<10	30.6	5.1	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	6233	<10	<10	<10	<10	<10	<10	<10	<30	<10	<10																												
NR-2022-07006	Dust	ng				27/06/2022	flateby	Private home	Bolig3				<10	126	<10	<10	17.4	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	11052	<10	<10	<10	<10	<10	<10	<10	1318	<10	<10																												
NR-2022-07007	Dust	ng				29/06/2022	skedsmo	Private home	Bolig4				<10	77.0	<10	<10	14.3	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	652	<10	<10	<10	<10	<10	<10	<10	<30	<10	<10																												
NR-2022-07008	Dust	ng				15/07/2022	s?rumsand	Private home	Bolig5				<10	102	<10	<10	55.1	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	658	13	<10	<10	<10	<10	<10	<10	<30	<10	<10																												
NR-2022-07009	Dust	ng				09.08.2022		Private home	Bolig6				<10	563	<10	12.5	34.6	12.5	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1426	<10	<10	<10	<10	<10	<10	<10	<30	<10	<10																												
NR-2022-07010	Dust	ng				17/08/2022		Private home	Bolig7				<10	620	<10	<10	18.4	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	64.7	<10	2755	11	<10	<10	<10	<10	<10	<10	<30	<10	<10																												
NR-2022-07022	Dust	ng				10.12.2022	Odontologisk 5 etj.	Dental clinic	Tannklinikk1				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	194	<10						<10	4012	<10	<10																		Not Offered										
NR-2022-07023	Dust	ng				31/10/2022	Tannlege rnes	Dental clinic	Tannklinikk2				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10																												
NR-2022-07024	Dust	ng				11.10.2022	Mortensrud tannlege	Dental clinic	Tannklinikk3				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1542	<10						<10	3865	<10	<10																												
NR-2022-07013	Dust	ng				14/09/2022	Deichman 3D lab	Printing 3D	3D-print1				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	375	<10						<10	<30	<10	<10																												
NR-2022-07014	Dust	ng				11.08.2022	CIENS	Printing 3D	3D-print2				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	377	169						<10	<30	<10	<10																												
NR-2022-07015	Dust	ng				11.03.2022	Nordic ?kern	Printing 3D	3D-print3				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1100	<10						<10	<30	<10	<10																												
NR-2022-07016	Dust	ng				24/08/2022	IKEA lager	Furniture store	M?belvarehus1				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	18334	23.8						<10	<30	<10	<10																												
NR-2022-07017	Dust	ng				24/08/2022	IKEA stue	Furniture store	M?belvarehus2				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	7792	<10						<10	<30	<10	<10																												
NR-2022-07018	Dust	ng				26/10/2022	rnes m?bler	Furniture store	M?belvarehus3				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1928	<10						<10	<30	<10	<10																												
NR-2022-06978	Air/dust??	ng				6-9/9-2022		Hotspot_outdoors	Sofienbergparken ukedag sommer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10																												
NR-2022-06967	Luft-Kleinfilter	ng				6-9/9-2022		Hotspot_outdoors	Sofienbergparken ukedag sommer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	82.0	<10	<10	<10	<10	<10	<10	<10	<10	<10	1840	<10						50.9	<30	<10	<10																												
NR-2022-06979	Air/dust??	ng				9-13/9-2022		Hotspot_outdoors	Sofienbergparken helg sommer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10																												
NR-2022-06968	Luft-Kleinfilter	ng				??		Hotspot_outdoors	Sofienbergparken helg sommer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1261	<10						312	<30	<10	<10																												
NR-2022-06980	Air/dust??	ng				??		Hotspot_outdoors	Sofienbergparken ukedag sommer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10																												
NR-2022-06976	Luft-Kleinfilter	ng				??		Hotspot_outdoors	Sofienbergparken ukedag vinter				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	226	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						226	<30	<10	<10																												
NR-2022-06981	Air/dust??	ng				??		Hotspot_outdoors	Sofienbergparken helg sommer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10																												
NR-2022-06977	Luft-Kleinfilter	ng				??		Hotspot_outdoors	Sofienbergparken helg vinter				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	148	<10	<10	<10	<10	<10	<10	<10	<10	<10	413	84.7						286	<30	<10	<10																												
NR-2022-06973	Luft-Kleinfilter	ng				20-23/9-2022		Hotspot_outdoors	Smestad ukedag sommer				<10	1039	<10	<10	<10	<10	<10	157	52.4	<10	<10	<10	428	<10	<10	<10	<10	<10	<10	<10	<10	157	10480	105						690	<30	<10	<10																												
NR-2022-06971	Luft-Kleinfilter	ng				20-23/9-2022		Hotspot_outdoors	E6 Alna ukedag sommer				<10	705	<10	<10	<10	<10	<10	102	53.8	<10	<10	<10	400	<10	<10	<10	<10	<10	<10	<10	<10	108	7291	102						616	<30	<10	<10																												
NR-2022-06970	Luft-Kleinfilter	ng				12-15/9-2022		Hotspot_outdoors	Hjortnes ukedag sommer				<10	713	<10	<10	<10	<10	<10	64.3	40.9	<10	<10	<10	269	<10	<10	<10	<10	<10	<10	<10	<10	64.3	1362	380						497	<30	<10	<10																												
NR-2022-06974	Luft-Kleinfilter	ng				23-26/9-2022		Hotspot_outdoors	Smestad helg sommer				<10	315	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	129	<10	<10	<10	<10	<10	<10	<10	<10	56.6	2950	331						162	<30	<10	<10																												
NR-2022-06972	Luft-Kleinfilter	ng				23-26/9-2022		Hotspot_outdoors	E6 Alna helg sommer				<10	252	<10	<10	<10	<10	<10	47.2	<10	<10	<10	<10	173	<10	<10	<10	<10	<10	<10	<10	<10	57.7	2766	47.2						341	<30	<10	<10																												
NR-2022-06969	Luft-Kleinfilter	ng				9-12/9-2022		Hotspot_outdoors	Hjortnes helg sommer				<10	220	<10	<10	<10	<10	<10	103	<10	<10	<10	<10	142	<10	<10	<10	<10	<10	<10	<10	<10	<10	2599	<10						116	<30	<10	<10																												
NR-2022-06990	Air/dust??	ng				??		Hotspot_outdoors	Smestad ukedag vinter				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	156	<10	<10	<10	<10	<10	<10	<10	<10	364	304	<10						74.2	<30	<10	<10																												
NR-2022-06988	Air/dust??	ng				??		Hotspot_outdoors	E6 Alna ukedag vinter				<10	90.1	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	109	<10	<10	<10	<10	<10	<10	<10	<10	303	341	77.3						135	<30	<10	<10																												
NR-2022-06987	Air/dust??	ng				??		Hotspot_outdoors	Hjortnes ukedag vinter				<10	196	<10	<10	<10	<10	<10	43.5	65.2	<10	<10	<10	810	<10	<10	<10	<10	<10	<10	<10	<10	48.9	1136	120						70.7	<30	<10	<10																												
NR-2022-06991	Air/dust??	ng				??		Hotspot_outdoors	Smestad helg vinter 				<10	41.0	<10	<10	<10	<10	<10	76.1	<10	<10	<10	<10	223	<10	<10	<10	<10	<10	<10	<10	<10	129	158	<10						52.7	<30	<10	<10																												
NR-2022-06989	Air/dust??	ng				??		Hotspot_outdoors	E6 Alna helg vinter				<10	56.4	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	87.1	<10	<10	<10	<10	<10	<10	<10	<10	82.0	215	<10						133	<30	<10	<10																												
NR-2022-06986	Air/dust??	ng				??		Hotspot_outdoors	Hjortnes helg vinter				<10	464	<10	<10	<10	<10	<10	99.0	115	<10	<10	<10	1245	<10	<10	<10	<10	<10	<10	<10	<10	46.9	2824	245						115	<30	<10	<10																												
NR-2022-06946	Air					12-13/10-2022	Odontlologisk 5 etj.	Dental clinic	Tannklinikk1																																					Not Offered																	Not Offered										
NR-2022-06947	Air					31/10-1/11-2022	Tannlege rnes	Dental clinic	Tannklinikk2																																																																
NR-2022-06948	Air					10-11/11-2022	Mortensrud tannleg	Dental clinic	Tannklinikk3																																																																
NR-2022-06949	Air					12.10.2022	Odontlologisk 5 etj.	Dental clinic	Tannklinikk4 FB																																																																
NR-2022-06950	Air					31.10.2022	Tannlege rnes	Dental clinic	Tannklinikk5 FB																																																																
NR-2022-06954	Air					22.06.2022	Jenny Nilu	Private home	Bolig1																																																																
NR-2022-06955	Air					27.06.2022	Monika NILU	Private home	Bolig2																																																																
NR-2022-06956	Air					29.06.2022	Hundedagpass	Private home	Bolig3																																																																
NR-2022-06957	Air					14.07.2022	Anders NILU	Private home	Bolig4																																																																
NR-2022-06958	Air					08.09.2022	Karl Espen NILU	Private home	Bolig5																																																																
NR-2022-06959	Air					16.08.2022	Marianne NILU 	Private home	Bolig6																																																																
NR-2022-06960	air					20.08.2022	Aasmund NILU	Hotspot_innemilj?	Luft-Bolig 7 ekstra pr?ve																																																																
NR-2022-06961	air					22.08.2022	Iren NILU	Hotspot_innemilj?	Luft-Bolig 8 ekstra pr?ve																																																																
NR-2022-06962	air					22.06.2022	FB Jenny NILU	Hotspot_innemilj?	Luft-Bolig 9 FB																																																																
NR-2022-06951	Air					14.09.2022	Deichman 3D lab	Printing 3D	3D printlab 1																																																																
NR-2022-06952	Air					08.11.2022	Ciens 3D lab	Printing 3D	3D printlab 2																																																																
NR-2022-06953	Air					03.11.2022	Nordic 3D lab	Printing 3D	3D printlab 3																																																																
NR-2022-06963	Air					24.08.2022	IKEA lager	Furniture store	M?belvarehus 1																																																																
NR-2022-06964	Air					25.08.2022	IKEA stue	Furniture store	M?belvarehus 2																																																																
NR-2022-06965	Air					26.10.2022	rnes m?bler	Furniture store	M?belvarehus 3																																																																
NR-2022-06966	Air					26.10.2022	rnes m?bler	Furniture store	M?belvarehus 4 FB																																																																
NR-2022-07083	Biota	ng/g ww					Oslofjord	Recepient_Marine	seal																																									Not Offered													Not Offered										
NR-2022-07084	Biota	ng/g ww					Oslofjord	Recepient_Marine	seal																																																																
NR-2022-07085	Biota	ng/g ww					Oslofjord	Recepient_Marine	seal																																																																
NR-2022-07080	Biota	ng/g ww					Oslofjord	Recepient_Marine	seagull egg																																																																
NR-2022-07081	Biota	ng/g ww					Oslofjord	Recepient_Marine	seagull egg																																																																
NR-2022-07082	Biota	ng/g ww					Oslofjord	Recepient_Marine	seagull egg																																																																
NR-2022-07086	Biota	ng/g ww					Oslofjord	Recepient_Marine	Cod liver																																																																
NR-2022-07087	Biota	ng/g ww					Oslofjord	Recepient_Marine	Cod liver																																																																
NR-2022-07088	Biota	ng/g ww	x	x	x	x	Oslofjord	Recepient_Marine	Cod liver																																																																
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
