		Analysemetode_id											Analysemetode_id	BTZ	BTZ	BTZ	BTZ	BTZ	BTZ	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	SDPA	LEGE	LEGE	PEST	PEST	PEST	SURF	SURF	SURF	SURF	SVOC	SVOC	SVOC	SVOC	BIS	BIS	BIS	BIS	BIS	BIS	BIS	VOC	VOC	VOC	VOC	VOC	VOC	PFAS	PFAS	PFAS	PFAS	PFAS	SIL	SIL	SIL	SIL	SIL	LCCP
NR-2022-06882	Water	ng/L	59.059745, 9.638333			44833	Bamble_Skjerk?ya	Tire collection site	Runoff		same LIMS for column and particle			29.5	31650	82.8	6.5	4490	16.9	<1	229	48.9	<1	48.8	<1	980	<1	<1	<1	<10	<1	<1	<1	<1	4845	6275	322.5										< 0.5	< 0.25	< 0.25	< 2.5	22.1	64.7	28.5	<1.0	<3.9	<1.0	47.4																	
NR-2022-06920	Water_filtered	ng/L	59.059745, 9.638333			44812	Bamble_Skjerk?ya	Tire collection site	Runoff		same LIMS for column and particle			<1	<1	<1	5.5	29.5	8.3	<1	107	82.8	<1	12.3	<1	1825	<1	<1	<1	<10	<1	<1	<1	<1	439	341	920																																					
NR-2022-06921	Water_filtered	ng/L	59.059745, 9.638333			44812	Bamble_Skjerk?ya	Tire collection site	Runoff		same LIMS for column and particle			<1	<1	<1	6.5	55.9	10.5	<1	191	126	<1	20.5	<1	2515	<1	<1	<1	<10	<1	<1	<1	<1	560	530	1375																																					2233
NR-2022-00807	Water_filtered	ng/L	59.059745, 9.638333			44833	Bamble_Skjerk?ya	Tire collection site	Runoff		same LIMS for column and particle			<1	79.5	10.5	14	84.5	9.5	<1	580	264	<1	59.6	<1	4600	<1	<1	<1	<10	<1	<1	<1	<1	575	960	2735																																					2732.902
NR-2022-06798	Sludge	ng/g	59.059745, 9.638333			44812	Bamble_Skjerk?ya	Tire collection site	Manhole					21.29	275.806	10.645	299.032	1180.645	60.323	<1	2003.226	1635.484	<1	1777.419	<1	5306.452	<1	<1	<1	<10	<1	<1	<1	37.097	1277.419	5651.613	13225.806						496.774	<10	<1	<1	< 2	< 0.2	< 0.2	< 2	4.6	49.9	<0.1	0.3	2.3	1.5	10.6																	10509.023
NR-2022-06799	Sludge	ng/g	59.059745, 9.638333			44812	Bamble_Skjerk?ya	Tire collection site	Manhole					1.563	45.625	1.875	29.375	46.563	60.313	<1	282	289.688	<1	29.063	<1	2431.25	<1	<1	<1	<10	<1	<1	<1	20	185.313	378.125	3237.5						5.625	<10	<1	<1	< 2	< 0.2	< 0.2	< 2	0.1	2.3	<0.0	<0.0	0.4	1.5	3.1																	4304.766
NR-2022-06800	Sludge	ng/g	59.059745, 9.638333			44834	Bamble_Skjerk?ya	Tire collection site	Manhole					21.538	426.923	29.231	557.692	1030.769	170.769	<1	2215.385	2526.923	<1	1030.769	<1	7811.538	<1	<1	<1	<10	<1	<1	<1	49.615	2215.385	5496.154	22307.692						611.538	<10	<1	<1	< 2	< 0.2	< 0.2	< 2	2.8	19.8	<0.1	<0.2	0.7	1.2	6																	150102.738
NR-2022-06884	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	Start				<50	6660	220	<50	3520	260	<50	990	480	<50	<50	<50	14760	<50	<50	<50	<50	<50	<50	<50	<50	15640	21400	4540										< 2	2.279	< 0.5	< 5	<0.1	6	<0.4	<0.1	<0.3	0.3	17																	
NR-2022-06923	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	Start				<50	<50	<50	<50	<50	<50	<50	490	<50	<50	<50	<50	2560	<50	<50	<50	<50	<50	<50	<50	<50	<50	2640	1060										< 1	3.776	2.228	162.403																								8434.2
NR-2022-06885	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	During				<50	5500	240	<50	4820	<50	<50	1360	920	<50	<50	<50	9540	<50	<50	<50	<50	<50	<50	<50	<50	11280	15120	3100										< 2	3.173	< 0.5	< 5	<0.1	6.2	<0.4	<0.1	<0.3	0.3	16																	
NR-2022-06924	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	During				<50	<50	<50	<50	<50	<50	<50	530	<50	<50	<50	<50	3080	<50	<50	<50	<50	<50	<50	<50	<50	<50	2880	1100										< 1	2.872	3.493	84.311																								6400.2
NR-2022-06886	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	During				<50	64080	1760	<50	8640	<50	<50	470	1760	<50	<50	<50	95200	<50	<50	<50	<50	<50	<50	<50	<50	36080	62900	24160										< 0.5	< 0.25	< 0.25	< 2.5	<0.1	1.1	<0.2	<0.1	<0.2	<0.1	1.1																	
NR-2022-06925	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	During				<50	960	<50	<50	<50	960	<50	2320	2320	<50	<50	<50	37120	<50	<50	<50	<50	<50	<50	<50	<50	<50	20240	18080										< 1	4.458	2.828	139.617																								7873
NR-2022-06887	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	End				<50	27040	1520	<50	6160	<50	<50	2720	1120	<50	<50	<50	62480	<50	<50	<50	<50	<50	<50	<50	<50	32450	36800	16080										< 0.5	< 0.25	< 0.25	< 2.5	<0.1	1.1	<0.2	<0.1	<0.2	<0.1	1.1																	
NR-2022-06926	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	End				<50	<50	<50	<50	<50	<50	<50	390	<50	<50	<50	<50	4400	<50	<50	<50	<50	<50	<50	<50	<50	<50	6880	2180										< 1	< 1	< 0.25	< 5																								0.02
NR-2022-06888	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	End				<50	36480	1840	<50	7360	<50	<50	1680	960	<50	<50	<50	65760	<50	<50	<50	<50	<50	<50	<50	<50	28320	46250	8720														<0.1	1.1	0.2	<0.1	<0.1	<0.1	1.2																	
NR-2022-06927	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	End				<50	1040	<50	<50	<50	<50	<50	2080	1920	<50	<50	<50	26640	<50	<50	<50	<50	<50	<50	<50	<50	<50	17040	13440										< 1	< 1	1.254	7.259																								768.8
NR-2022-06889	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	End				<50	34960	2000	<50	6320	<50	<50	2880	<50	<50	<50	<50	59520	<50	<50	<50	<50	<50	<50	<50	<50	26480	41530	6960																																					
NR-2022-06889	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Pump basin	End				<50	<50	<50	<50	<50	<50	<50	1200	880	<50	<50	<50	13120	<50	<50	<50	<50	<50	<50	<50	<50	<50	9200	7360																																					
NR-2022-06912	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Sedimentation pool	Day 14				<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	8550	<50														<0.2	<0.8	<0.9	<0.3	<0.7	<0.5	<0.1																	
NR-2022-06913	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Sedimentation pool	Day 14				<50	<50	<50	<50	<50	<50	<50	650	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	12100	<50														0.9	<0.7	<0.2	<0.3	<0.2	<0.1																		
NR-2022-06914	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	Discharge treated water				<50	84000	<50	<50	34320	1440	<50	3360	<50	<50	<50	<50	21680	<50	<50	<50	<50	<50	<50	<50	<50	71600	63980	16480														2	<0.3	<0.1	<0.3	<0.2	0.9																		
NR-2022-06930	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	Start				<50	<50	<50	<50	<50	<50	<50	104	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	255	<50										< 1	< 1	< 0.25	< 5																								162.7
NR-2022-06915	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	Start				<50	86400	<50	<50	34480	1760	<50	3150	<50	<50	<50	<50	17440	<50	<50	<50	<50	<50	<50	<50	<50	75200	66950	14880														<0.2	2	<0.3	<0.1	<0.3	<0.2	0.9																	
NR-2022-06931	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	Start				<50	<50	<50	<50	<50	<50	<50	96	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	310	<50																																					229.1
NR-2022-06916	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	During				<50	89600	<50	<50	28400	1760	<50	480	<50	<50	<50	<50	12240	<50	<50	<50	<50	<50	<50	<50	<50	51000	37160	13840														<0.2	0.6	<0.2	<0.1	0.1	<0.0	0.6																	
NR-2022-06932	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	During				<50	960	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	890	<50										< 1	< 1	0.5	< 5																								74.1
NR-2022-06917	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	During				<50	85600	<50	<50	35040	1360	<50	3980	<50	<50	<50	<50	19280	<50	<50	<50	<50	<50	<50	<50	<50	78000	122400	18320														<0.1	1.6	<1.0	<0.3	<3.4	0.2	1																	
NR-2022-06933	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	During				<50	<50	<50	<50	<50	<50	<50	260	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	460	<50										< 1	< 1	0.331	< 5																								57.9
NR-2022-06918	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	End				<50	49760	960	<50	30560	880	<50	4120	<50	<50	<50	<50	19840	<50	<50	<50	<50	<50	<50	<50	<50	69600	98560	20080														<0.1	6.3	1.5	<0.1	0.7	0.4	3.5																	
NR-2022-00523	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	End				<50	<50	<50	<50	<50	<50	<50	390	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	155	<50										< 1	< 1	0.325	< 5																								48.5
NR-2022-06919	Water_filtered	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	End				<50	92800	1200	<50	35840	1280	<50	4380	<50	<50	<50	<50	16880	<50	<50	<50	<50	<50	<50	<50	<50	72000	65120	20480														<0.1	2.3	0.2	<0.1	<0.4	0.1	0.7																	
NR-2022-00524	Water	ng/L	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Discharge treated water	End				<50	<50	<50	<50	<50	<50	<50	255	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	<50	330	<50										< 1	< 1	0.275	< 5																								62.7
NR-2022-06808	Sludge	ng/g	59,905465oN, 10,785367oE				Smestadtunnelen	Tunnel environment	Sandtrap	Inlet				<1	<1	<1	<1	<1	<1	<1	36.176	33.824	<1	33.529	<1	635.294	<1	<1	<1	<10	<1	<1	<1	<1	<1	1576.471	320.588						12.647	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.1	0.5	<0.4	<0.1	<0.3	<188.7	0.7												0.209	0.69	1.52	1.889	2.904	1228.581
NR-2022-06809	Sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sandtrap	Inlet				<1	42.051	<1	9.487	26.667	11.795	<1	40	31.026	<1	25.385	<1	576.923	<1	<1	<1	<10	<1	<1	<1	<1	<1	1361.538	369.231						10.513	<10	<1	<1																												
NR-2022-06810	Sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sandtrap	Outlet				<1	29.5	<1	6.5	46.5	8.5	<1	48.5	61	<1	36.5	<1	955	<1	<1	<1	<10	<1	<1	<1	<1	<1	1770	595						13.5	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.1	0.7	0.4	<0.0	<0.1	<507.3	1												0.122	0.515	1.009	0.96	0.841	1728.586
NR-2022-06811	Sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sandtrap	Outlet				<1	28.286	<1	9.714	58	23.143	<1	46.286	62.571	<1	52	<1	1134.286	<1	<1	<1	<10	<1	<1	<1	<1	<1	1542.857	2448.571						17.714	<10	<1	<1																												
NR-2022-06826	Sludge	ng/g	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Sedimentation pool2					1.875	158.438	<1	37.813	584.375	3.438	<1	55	238.75	<1	53.438	<1	1996.875	<1	<1	<1	<10	<1	<1	<1	16.875	<1	3503.125	3053.125						34.063	<10	<1	<1	< 0.5	< 0.2	0.042	< 0.2																								4271.329
NR-2022-06827	Sludge	ng/g	59,905465oN, 10,785367oE				V?lerengatunnelen	Tunnel environment	Sedimentation pool2					2.121	179.394	<1	43.333	633.333	6.364	<1	73.636	255.152	<1	61.212	<1	1903.03	<1	<1	<1	<10	<1	<1	<1	13.939	<1	3690.909	2272.727						38.485	<10	<1	<1	< 0.5	< 0.2	0.132	< 0.2																								3699.771
NR-2022-06812	Sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck					<1	16	1.5	2.75	1.75	<1	<1	19.5	17.75	<1	4.75	<1	307.5	<1	<1	<1	<10	<1	<1	<1	9.5	32.25	585	176.25						6	<10	<1	<1	< 0.5	< 0.2	0.052	< 0.2	<0.2	0.2	<0.8	<0.5	<0.2	<0.5	<0.1												0.463	1.844	4.253	4.383	3.397	437.896
NR-2022-06813	Sludge	ng/g	59.936965 oN, 10.681337 oE				Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck					<1	14.167	<1	1.944	2.222	<1	<1	15.833	9.722	<1	3.611	<1	211.944	<1	<1	<1	<10	<1	<1	<1	5.833	29.722	497.222	81.389						6.389	<10	<1	<1	< 0.5	< 0.2	0.024	< 0.2	<0.2	0.2	<0.8	<0.5	<0.2	<0.5	<0.1												0.477	1.984	3.691	3.851	2.549	1366.075
NR-2022-06797	Sediment	ng/g	59.95530, 10.67958			44802	Smestaddammen	Tunnel environment	Upper					<1	<1	<1	<1	2.667	<1	<1	<1	<1	<1	<1	<1	93.667	<1	<1	<1	<10	<1	<1	<1	<1	<1	95	7.667						<1	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.3	0.8	<0.2	<0.2	<0.2	28.1	<0.3																	291.556
NR-2022-06796	Sediment	ng/g	59.93241, 10.69761			44802	Smestaddammen	Tunnel environment	Lower					<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	<1	49.31	<1	<1	<1	<10	<1	<1	<1	<1	<1	66.552	4.483						<1	<10	<1	<1	< 0.5	< 0.2	< 0.02	< 0.2	<0.1	0.1	<0.1	<0.2	1.6	<0.2	<0.3																	587.279
NR-2022-06866	Water_filtered	ng/L	59.95530, 10.67958			44802	Smestaddammen	Tunnel environment	Upper					0.7	285	<0.5	<0.5	12.7	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	15.7	<1.0										< 0.5	0.033	< 0.5	< 2	<0.0	0	<0.2	<0.1	<0.2	<0.1	<0.1																	
NR-2022-06868	Water	ng/L	59.95530, 10.67958			44802	Smestaddammen	Tunnel environment	Upper					<0.5	5.1	<0.5	<0.5	<0.5	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0																																					3.6
NR-2022-06867	Water_filtered	ng/L	59.93241, 10.69761			44802	Smestaddammen	Tunnel environment	Lower					0.6	192	<0.5	<0.5	18.8	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	11.1	<1.0										< 0.5	0.059	< 0.5	< 2	<0.1	<0.3	0.3	<0.1	<0.3	<0.1	<0.1							< 0.5	< 0.5	< 0.5	< 0.5	< 0.5						
NR-2022-06869	Water	ng/L	59.93241, 10.69761			44802	Smestaddammen	Tunnel environment	Lower					<0.5	8.7	<0.5	<0.5	<0.5	<0.5	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<2	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0	<1.0																																					0.8
NR-2022-07074	Biota	ng/g ww	59.82251, 10.35370			44803	Padderudvannet	Recipient	Freshwater	Perch Liver				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																1.781	4.493	6.051	9.946	11.436	96.153
NR-2022-07075	Biota	ng/g ww	59.82349, 10.35563			44803	Padderudvannet	Recipient	Freshwater	Perch Liver				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																1.857	3.901	6.306	13.843	12.248	41.372
NR-2022-07076	Biota	ng/g ww	59.82387, 10.35828			44803	Padderudvannet	Recipient	Freshwater	Perch Liver				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5														<0.2	<0.2	<0.2	<0.1	<0.3	0.8	127.6												1.918	3.862	6.144	15.633	10.807	8.958
NR-2022-07077	Biota	ng/g ww	59.82349, 10.35563			44803	Padderudvannet	Recipient	Freshwater	Duck mussel				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5														<0.2	<0.9	1.6	<0.2	<0.6	<0.6	16												2.377	6.679	13.052	18.942	20.022	4.691
NR-2022-07078	Biota	ng/g ww	59.82349, 10.35563			44803	Padderudvannet	Recipient	Freshwater	Duck mussel				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5														<0.2	<0.9	<1.1	<0.2	<0.9	2.1	10.6												3.078	8.381	8.083	16.635	12.973	36.38
NR-2022-07079	Biota	ng/g ww	59.82349, 10.35563			44803	Padderudvannet	Recipient	Freshwater	Duck mussel				<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<0.5	<2	<0.5	<5	<0.5	<0.5	<0.5	<0.5	<0.5																																1.515	4.085	5.102	24.331	11.405	30.294
NR-2022-06982	Air_particles	ng/m3					Obos1	Artificial grass pitch	Indoor		Kleinfilter									<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	471.567	73.971										< 1000	< 1000	< 1000	< 1000																								0.463
NR-2022-06983	Air_particles	ng/m3					Obos2	Artificial grass pitch	Indoor		Kleinfilter									<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10																																					0.044
NR-2022-06984	Air_particles	ng/m3					LSK	Artificial grass pitch	Indoor		Kleinfilter									<10	363.306	487.868	<10	<10	<10	1437.654	<10	<10	<10	<10	<10	<10	<10	<10	871.935	5501.492	1619.307										< 20	< 20	< 20	< 20																								0.217
NR-2022-07019	Dust	ng	59.059745, 9.638333			44833	Bamble_Skjerk?ya	Tire collection site		Near shredder				15.727	4089.122	20.97	348.624	477.064	<10	<10	1263.434	1176.933	<10	28.834	<10	8309.305	<10	<10	<10	<10	<10	<10	<10	269.987	317.169	7024.902	16539.974						<10	<30	<10	<10					5.1	14.3	0.6	<0.1	<2.2	0.2	6.6																	16113.097
NR-2022-07020	Dust	ng	59.059745, 9.638333			44833	Bamble_Skjerk?ya	Tire collection site		Near workshop				<10	712.517	16.506	46.768	101.788	24.759	<10	536.451	475.928	<10	27.51	<10	3383.769	<10	<10	<10	<10	<10	<10	<10	<10	569.464	8555.708	2888.583						<10	<30	<10	<10					0.3	0.5	0.6	<0.1	0.1	<0.1	3.6																	1679.934
NR-2022-07021	Dust	ng	59.059745, 9.638333			44833	Bamble_Skjerk?ya	Tire collection site		Near grabb				<10	160.387	<10	13.004	41.903	23.119	<10	192.176	140.158	<10	11.559	<10	1066.358	<10	<10	<10	<10	<10	<10	<10	<10	307.77	2441.932	335.224						<10	<30	<10	<10					0.4	<0.2	0.8	<0.5	<0.3	<0.2	4.2																	160.603
NR-2022-07004	Dust	ng				22.02.2022	oslo	Private home		Bolig1				<10	389.984	<10	<10	30.642	5.1	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	6232.786	<10	<10	<10	<10	<10	<10	<10	<30	<10	<10	< 10	< 10	< 10	< 10	0.3	<0.3	26.8	<0.1	<0.3	0.3	2.6							< 2	< 2	< 2	< 2	< 2						15989.919
NR-2022-07006	Dust	ng				27.06.2022	flateby	Private home		Bolig3				<10	126.183	<10	<10	17.405	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	11051.887	<10	<10	<10	<10	<10	<10	<10	1318.394	<10	<10	< 10	< 10	< 10	< 10	1.2	54.2	11	<0.1	<0.3	3.3	3.8							< 2	< 2	< 2	< 2	< 2						11678.034
NR-2022-07007	Dust	ng				29.06.2022	skedsmo	Private home		Bolig4				<10	76.992	<10	<10	14.258	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	651.577	<10	<10	<10	<10	<10	<10	<10	<30	<10	<10	< 10	< 10	< 10	< 10	0.1	<0.2	1.1	<0.1	<0.1	0.5	3							< 2	< 2	< 2	< 2	< 2						29897.564
NR-2022-07008	Dust	ng				15.07.2022	s?rumsand	Private home		Bolig5				<10	102.371	<10	<10	55.123	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	658.325	12.6	<10	<10	<10	<10	<10	<10	<30	<10	<10					0.1	5.2	10.2	<0.2	<0.5	<2.6	10.1																	33545.178
NR-2022-07009	Dust	ng				44782		Private home		Bolig6				<10	563.427	<10	12.459	34.609	12.459	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1425.872	<10	<10	<10	<10	<10	<10	<10	<30	<10	<10					0.1	<0.4	11	0	<0.4	0.4	3.4																	187207.831
NR-2022-07010	Dust	ng				17.08.2022		Private home		Bolig7				<10	620.116	<10	<10	18.367	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	64.723	<10	2755.098	11.37	<10	<10	<10	<10	<10	<10	<30	<10	<10					1.2	<0.6	1.6	0.4	<0.6	<1.0	2.7																	14538.338
NR-2022-07022	Dust	ng				44905	Odontologisk 5 etj.	Dental clinic		Tannklinikk1				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	193.945	<10						<10	4011.743	<10	<10																							< 90	< 300	< 700	< 1000	< 1000	136383.24
NR-2022-07023	Dust	ng				31.10.2022	Tannlege rnes	Dental clinic		Tannklinikk2				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10																							1422.029	13279.287	7093.572	2260.413	< 1000	7187.091
NR-2022-07024	Dust	ng				44845	Mortensrud tannlege	Dental clinic		Tannklinikk3				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1542.416	<10						<10	3864.906	<10	<10																							< 90	330.511	768.732	1187.995	1272.643	11442.144
NR-2022-07013	Dust	ng				14.09.2022	Deichman 3D lab	Commercial building	Printing 3D	3D-print1				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	375.107	<10						<10	<30	<10	<10					<0.2	0.2	0.9	0	<0.7	<0.3	13.2												< 90	579.745	< 700	< 1000	< 1000	4969.561
NR-2022-07014	Dust	ng				44784	CIENS	Commercial building	Printing 3D	3D-print2				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	376.641	169.104						<10	<30	<10	<10					<0.2	0.1	0.5	<0.2	<0.6	<0.3	6.6												< 90	< 300	< 700	< 1000	< 1000	4674.4
NR-2022-07015	Dust	ng				44631	Nordic ?kern	Commercial building	Printing 3D	3D-print3				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1099.824	<10						<10	<30	<10	<10					<0.2	5.7	0.7	<0.2	<0.9	<0.4	11.1												< 90	< 300	< 700	< 1000	< 1000	6635.287
NR-2022-07016	Dust	ng				24.08.2022	IKEA lager	Commercial building	Furniture store	M?belvarehus1				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	18333.797	23.845						<10	<30	<10	<10					<0.2	15.2	1.6	<0.2	<0.9	0.2	14.5												< 90	347.881	742.456	< 1000	< 1000	21742.664
NR-2022-07017	Dust	ng				24.08.2022	IKEA stue	Commercial building	Furniture store	M?belvarehus2				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	7792.474	<10						<10	<30	<10	<10					<0.3	0.8	<1.7	<0.4	<1.5	0.1	40.1												96.249	456.676	789.969	1190.058	< 1000	60945.078
NR-2022-07018	Dust	ng				26.10.2022	rnes m?bler	Commercial building	Furniture store	M?belvarehus3				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	1927.719	<10						<10	<30	<10	<10					0.1	0.4	7.9	<0.2	<0.7	<0.3	10												723.952	1559.915	2079.911	1664.252	1012.895	5950.68
NR-2022-06978	Air	ng/m3				6-9/9-2022	Sofienberg	Urban park	Weekday	Summer				<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10	<10						<10	<30	<10	<10	< 0.05	< 0.1	0.168	< 5	<0.2	<0.2	<0.2	<0.2	<0.2	<0.2	<0.2												259.318	201.588	85.017	25.901	6.087	<100
